682265.32431, 3,  -0.045, -0.018,  9.765, 4,   0.007, -0.009, -0.004, 5,  -7.970,-16.460, 15.180 ,  0.0
  
682265.33429, 3,  -0.048, -0.022,  9.761, 4,   0.001, -0.008,  0.000, 5,  -7.900,-15.400, 15.800 ,  0.00997999997343868
  
682265.34426, 3,  -0.050, -0.026,  9.758, 4,   0.005, -0.006,  0.003, 5,  -7.900,-15.400, 15.800 ,  0.009970000013709068
  
682265.35425, 3,  -0.048, -0.019,  9.762, 4,   0.005, -0.007,  0.005, 5,  -8.200,-15.400, 15.400 ,  0.009989999933168292
  
682265.36428, 3,  -0.045, -0.026,  9.771, 4,   0.004, -0.008,  0.003, 5,  -8.200,-15.400, 15.400 ,  0.010030000004917383
  
682265.37425, 3,  -0.045, -0.023,  9.767, 4,   0.003, -0.008,  0.000, 5,  -8.000,-15.500, 15.300 ,  0.009970000013709068
  
682265.38429, 3,  -0.049, -0.023,  9.765, 4,   0.005, -0.007, -0.001, 5,  -8.000,-15.500, 15.300 ,  0.010039999964646995
  
682265.39429, 3,  -0.044, -0.020,  9.765, 4,   0.004, -0.007, -0.001, 5,  -7.800,-15.400, 15.200 ,  0.010000000009313226
  
682265.40425, 3,  -0.047, -0.030,  9.764, 4,   0.002, -0.007,  0.001, 5,  -7.800,-15.400, 15.200 ,  0.009960000053979456
  
682265.41425, 3,  -0.045, -0.030,  9.768, 4,   0.003, -0.006,  0.003, 5,  -7.900,-15.400, 15.300 ,  0.010000000009313226
  
682265.42429, 3,  -0.053, -0.034,  9.760, 4,   0.004, -0.007,  0.000, 5,  -7.900,-15.400, 15.300 ,  0.010039999964646995
  
682265.43429, 3,  -0.048, -0.017,  9.764, 4,   0.004, -0.007,  0.002, 5,  -7.900,-15.500, 15.600 ,  0.010000000009313226
  
682265.44425, 3,  -0.051, -0.019,  9.758, 4,   0.007, -0.008,  0.002, 5,  -7.900,-15.500, 15.600 ,  0.009959999937564135
  
682265.45429, 3,  -0.042, -0.022,  9.770, 4,   0.002, -0.007,  0.000, 5,  -7.900,-15.500, 15.800 ,  0.010040000081062317
  
682265.46429, 3,  -0.041, -0.014,  9.762, 4,   0.004, -0.009,  0.000, 5,  -7.900,-15.500, 15.800 ,  0.010000000009313226
  
682265.47429, 3,  -0.048, -0.023,  9.756, 4,   0.004, -0.007, -0.001, 5,  -8.000,-15.500, 15.800 ,  0.010000000009313226
  
682265.48429, 3,  -0.045, -0.032,  9.758, 4,   0.002, -0.007,  0.001, 5,  -8.000,-15.500, 15.800 ,  0.010000000009313226
  
682265.49429, 3,  -0.043, -0.020,  9.761, 4,   0.004, -0.007,  0.003, 5,  -7.900,-15.400, 15.600 ,  0.009999999892897904
  
682265.50429, 3,  -0.050, -0.018,  9.760, 4,   0.004, -0.007,  0.001, 5,  -7.900,-15.400, 15.600 ,  0.010000000009313226
  
682265.51425, 3,  -0.048, -0.025,  9.770, 4,   0.004, -0.009,  0.001, 5,  -7.700,-15.400, 15.600 ,  0.009960000053979456
  
682265.52429, 3,  -0.060, -0.036,  9.747, 4,   0.002, -0.007, -0.001, 5,  -7.700,-15.400, 15.600 ,  0.010039999964646995
  
682265.53429, 3,  -0.043, -0.017,  9.772, 4,   0.002, -0.014, -0.004, 5,  -7.800,-15.500, 15.500 ,  0.010000000009313226
  
682265.54429, 3,  -0.044, -0.008,  9.754, 4,   0.002, -0.007, -0.001, 5,  -7.800,-15.500, 15.500 ,  0.010000000009313226
  
682265.55425, 3,  -0.043, -0.010,  9.766, 4,   0.002, -0.007,  0.001, 5,  -7.700,-15.500, 15.400 ,  0.009960000053979456
  
682265.56429, 3,  -0.047, -0.018,  9.762, 4,   0.002, -0.007, -0.001, 5,  -7.700,-15.500, 15.400 ,  0.010039999964646995
  
682265.57425, 3,  -0.040, -0.020,  9.765, 4,   0.004, -0.007, -0.002, 5,  -7.800,-15.500, 15.500 ,  0.009959999937564135
  
682265.58429, 3,  -0.049, -0.031,  9.755, 4,   0.002, -0.007, -0.002, 5,  -7.800,-15.500, 15.500 ,  0.010040000081062317
  
682265.59430, 3,  -0.048, -0.005,  9.761, 4,   0.001, -0.007, -0.001, 5,  -7.800,-15.600, 15.600 ,  0.010009999969042838
  
682265.60425, 3,  -0.037, -0.025,  9.764, 4,  -0.001, -0.004, -0.001, 5,  -7.800,-15.600, 15.600 ,  0.009949999977834523
  
682265.61425, 3,  -0.047, -0.030,  9.759, 4,   0.005, -0.005,  0.001, 5,  -7.800,-15.500, 15.500 ,  0.010000000009313226
  
682265.62425, 3,  -0.047, -0.011,  9.758, 4,   0.004, -0.004,  0.001, 5,  -7.800,-15.500, 15.500 ,  0.010000000009313226
  
682265.63426, 3,  -0.042, -0.023,  9.761, 4,   0.004, -0.006,  0.000, 5,  -7.800,-15.600, 15.500 ,  0.010009999969042838
  
682265.64425, 3,  -0.042, -0.025,  9.758, 4,   0.003, -0.009,  0.001, 5,  -7.800,-15.600, 15.500 ,  0.009990000049583614
  
682265.65425, 3,  -0.049, -0.028,  9.756, 4,   0.005, -0.005, -0.001, 5,  -7.800,-15.600, 15.500 ,  0.010000000009313226
  
682265.66425, 3,  -0.047, -0.029,  9.765, 4,   0.002, -0.009,  0.000, 5,  -7.800,-15.600, 15.500 ,  0.010000000009313226
  
682265.67425, 3,  -0.047, -0.029,  9.765, 4,   0.002, -0.007,  0.003, 5,  -7.800,-15.600, 15.500 ,  0.010000000009313226
  
682265.68425, 3,  -0.047, -0.012,  9.759, 4,   0.003, -0.007,  0.002, 5,  -7.800,-15.600, 15.500 ,  0.010000000009313226
  
682265.69426, 3,  -0.054, -0.019,  9.753, 4,   0.002, -0.007,  0.003, 5,  -7.800,-15.600, 15.400 ,  0.010009999969042838
  
682265.70426, 3,  -0.043, -0.024,  9.761, 4,   0.001, -0.007,  0.000, 5,  -7.800,-15.600, 15.400 ,  0.010000000009313226
  
682265.71426, 3,  -0.047, -0.023,  9.761, 4,  -0.000, -0.004,  0.001, 5,  -7.800,-15.600, 15.400 ,  0.010000000009313226
  
682265.72425, 3,  -0.048, -0.032,  9.762, 4,   0.001, -0.006,  0.002, 5,  -7.800,-15.600, 15.400 ,  0.009989999933168292
  
682265.73425, 3,  -0.045, -0.018,  9.758, 4,   0.003, -0.004,  0.001, 5,  -7.800,-15.500, 15.400 ,  0.010000000009313226
  
682265.74429, 3,  -0.044, -0.020,  9.761, 4,   0.004, -0.007,  0.001, 5,  -7.800,-15.500, 15.400 ,  0.010039999964646995
  
682265.75427, 3,  -0.042, -0.032,  9.754, 4,   0.003, -0.006,  0.001, 5,  -7.800,-15.500, 15.400 ,  0.009980000089854002
  
682265.76429, 3,  -0.045, -0.019,  9.749, 4,   0.001, -0.007,  0.001, 5,  -7.800,-15.500, 15.400 ,  0.01001999992877245
  
682265.77430, 3,  -0.045, -0.023,  9.756, 4,   0.002, -0.006,  0.001, 5,  -7.800,-15.500, 15.400 ,  0.01001000008545816
  
