
315964.94414, 3,  -0.205,  9.286,  2.704, 4,  -0.066, -0.037,  0.014, 5,  -9.260,  7.030, 16.750 ,  0.0
315965.62416, 3,   0.572,  9.003,  3.924, 4,  -0.270, -1.219,  0.124, 5,  -6.500,  6.900, 17.900 ,  0.010070000018458813
  
315965.63411, 3,   0.637,  8.959,  3.983, 4,  -0.275, -1.269,  0.153, 5,  -6.500,  6.900, 17.900 ,  0.009949999977834523
  
315965.64408, 3,   0.727,  8.936,  4.154, 4,  -0.267, -1.322,  0.185, 5,  -6.300,  6.800, 17.900 ,  0.009970000013709068
  
315965.65409, 3,   0.810,  8.902,  4.222, 4,  -0.266, -1.365,  0.213, 5,  -6.300,  6.800, 17.900 ,  0.010010000027250499
  
315965.66408, 3,   0.990,  8.909,  4.226, 4,  -0.259, -1.399,  0.229, 5,  -6.100,  6.800, 18.000 ,  0.009989999991375953
  
315965.67408, 3,   1.106,  8.987,  4.175, 4,  -0.237, -1.415,  0.220, 5,  -6.100,  6.800, 18.000 ,  0.010000000009313226
  
315965.68413, 3,   1.249,  8.934,  4.001, 4,  -0.189, -1.424,  0.201, 5,  -5.800,  6.700, 18.100 ,  0.010049999982584268
  
315965.69409, 3,   1.410,  8.886,  3.930, 4,  -0.149, -1.431,  0.175, 5,  -5.800,  6.700, 18.100 ,  0.009959999995771796
  
315965.70412, 3,   1.628,  8.825,  3.853, 4,  -0.140, -1.458,  0.149, 5,  -5.600,  6.700, 18.200 ,  0.010030000004917383
  
315965.71409, 3,   1.919,  8.902,  3.661, 4,  -0.174, -1.537,  0.105, 5,  -5.600,  6.700, 18.200 ,  0.009970000013709068
  
315965.72408, 3,   1.976,  8.862,  3.662, 4,  -0.238, -1.611,  0.063, 5,  -5.064,  6.555, 18.284 ,  0.009989999991375953
  
315965.73407, 3,   1.822,  8.746,  3.582, 4,  -0.319, -1.661,  0.053, 5,  -5.064,  6.555, 18.284 ,  0.009989999991375953
  
315965.74407, 3,   1.683,  8.803,  3.505, 4,  -0.413, -1.692,  0.057, 5,  -4.453,  6.466, 18.473 ,  0.010000000009313226
  
315965.75407, 3,   1.650,  8.723,  3.425, 4,  -0.503, -1.689,  0.066, 5,  -4.453,  6.466, 18.473 ,  0.010000000009313226
  
315965.76407, 3,   1.465,  8.507,  3.281, 4,  -0.571, -1.673,  0.078, 5,  -3.656,  6.194, 18.741 ,  0.009999999951105565
  
315965.77408, 3,   1.381,  8.262,  3.144, 4,  -0.598, -1.727,  0.127, 5,  -3.656,  6.194, 18.741 ,  0.010010000027250499
  
315965.78407, 3,   1.731,  8.407,  3.091, 4,  -0.568, -1.874,  0.185, 5,  -2.870,  5.915, 18.719 ,  0.009989999991375953
  
315965.79411, 3,   2.229,  8.704,  3.421, 4,  -0.513, -2.033,  0.187, 5,  -2.870,  5.915, 18.719 ,  0.010040000022854656
  
315965.80412, 3,   2.667,  9.056,  3.865, 4,  -0.456, -2.137,  0.134, 5,  -1.571,  5.753, 18.991 ,  0.010009999969042838
  
315965.81411, 3,   2.849,  9.140,  4.193, 4,  -0.414, -2.146,  0.043, 5,  -1.571,  5.753, 18.991 ,  0.009989999991375953
  
315965.82409, 3,   2.853,  9.019,  4.211, 4,  -0.388, -2.130, -0.046, 5,  -0.964,  5.625, 18.648 ,  0.009980000031646341
  
315965.83407, 3,   2.769,  8.884,  4.064, 4,  -0.364, -2.127, -0.117, 5,  -0.964,  5.625, 18.648 ,  0.00997999997343868
  
315965.84411, 3,   2.713,  8.599,  3.903, 4,  -0.320, -2.099, -0.156, 5,   0.136,  5.393, 19.402 ,  0.010040000022854656
  
315965.85409, 3,   2.589,  8.408,  4.153, 4,  -0.233, -1.941, -0.190, 5,   0.136,  5.393, 19.402 ,  0.00997999997343868
  
315965.86408, 3,   2.598,  8.297,  4.508, 4,  -0.125, -1.664, -0.234, 5,   1.457,  5.194, 18.724 ,  0.009990000049583614
  
315965.87408, 3,   2.601,  8.246,  4.502, 4,  -0.059, -1.353, -0.280, 5,   1.457,  5.194, 18.724 ,  0.009999999951105565
  
315965.88408, 3,   2.533,  8.222,  4.191, 4,  -0.072, -1.084, -0.305, 5,   1.408,  4.611, 19.303 ,  0.010000000009313226
  
315965.89408, 3,   2.431,  8.359,  3.309, 4,  -0.138, -0.931, -0.311, 5,   1.408,  4.611, 19.303 ,  0.010000000009313226
  
315965.90408, 3,   2.407,  8.443,  2.898, 4,  -0.201, -0.901, -0.296, 5,   2.604,  5.063, 18.991 ,  0.010000000009313226
  
315965.91408, 3,   2.358,  8.326,  3.138, 4,  -0.250, -0.986, -0.255, 5,   2.604,  5.063, 18.991 ,  0.010000000009313226
  
315965.92408, 3,   2.464,  8.396,  4.175, 4,  -0.404, -1.041, -0.211, 5,   2.632,  4.809, 18.987 ,  0.010000000009313226
  
315965.93408, 3,   2.776,  8.645,  3.468, 4,  -0.553, -0.972, -0.178, 5,   2.632,  4.809, 18.987 ,  0.009999999951105565
  
315965.94408, 3,   2.946,  8.837,  3.598, 4,  -0.649, -1.048, -0.160, 5,   3.798,  4.938, 19.039 ,  0.010000000009313226
  
315965.95408, 3,   3.077,  8.959,  3.807, 4,  -0.722, -1.051, -0.187, 5,   3.798,  4.938, 19.039 ,  0.010000000009313226
  
315965.96408, 3,   3.091,  8.951,  3.601, 4,  -0.747, -1.110, -0.232, 5,   3.868,  4.300, 19.449 ,  0.010000000009313226
  
315965.97408, 3,   2.907,  8.838,  3.803, 4,  -0.711, -1.213, -0.273, 5,   3.868,  4.300, 19.449 ,  0.010000000009313226
  
315965.98409, 3,   2.616,  8.833,  4.056, 4,  -0.637, -1.209, -0.297, 5,   4.359,  4.522, 18.950 ,  0.010009999969042838
  
315965.99409, 3,   2.458,  8.657,  4.010, 4,  -0.549, -1.145, -0.301, 5,   4.359,  4.522, 18.950 ,  0.010000000009313226
  
315966.00415, 3,   2.521,  8.329,  3.940, 4,  -0.480, -1.094, -0.275, 5,   4.727,  4.383, 19.132 ,  0.01006000000052154
  
315966.01415, 3,   2.713,  8.068,  3.922, 4,  -0.452, -1.076, -0.231, 5,   4.727,  4.383, 19.132 ,  0.010000000009313226
  
315966.02410, 3,   2.893,  7.902,  3.977, 4,  -0.450, -1.080, -0.184, 5,   4.725,  4.143, 19.132 ,  0.009949999977834523
  
315966.03411, 3,   3.002,  7.871,  3.953, 4,  -0.485, -1.096, -0.135, 5,   4.725,  4.143, 19.132 ,  0.010010000027250499
  
315966.04409, 3,   3.050,  7.907,  3.930, 4,  -0.543, -1.137, -0.085, 5,   6.004,  4.299, 18.772 ,  0.00997999997343868
  
315966.05409, 3,   3.055,  7.976,  4.052, 4,  -0.601, -1.174, -0.041, 5,   6.004,  4.299, 18.772 ,  0.010000000009313226
  
315966.06409, 3,   2.977,  8.191,  4.317, 4,  -0.632, -1.162, -0.012, 5,   6.243,  3.827, 19.546 ,  0.010000000009313226
  
315966.07409, 3,   2.908,  8.460,  4.599, 4,  -0.614, -1.096, -0.009, 5,   6.243,  3.827, 19.546 ,  0.010000000009313226
  
315966.08409, 3,   2.822,  8.583,  4.677, 4,  -0.549, -0.969, -0.031, 5,   6.304,  3.601, 19.177 ,  0.010000000009313226
  
315966.09411, 3,   2.690,  8.626,  4.573, 4,  -0.461, -0.832, -0.060, 5,   6.304,  3.601, 19.177 ,  0.01001999998698011
  
315966.10414, 3,   2.534,  8.570,  4.432, 4,  -0.361, -0.697, -0.074, 5,   6.764,  3.528, 19.178 ,  0.010030000004917383
  
315966.11410, 3,   2.425,  8.443,  4.147, 4,  -0.281, -0.622, -0.060, 5,   6.764,  3.528, 19.178 ,  0.009959999995771796
  
315966.12415, 3,   2.514,  8.165,  3.911, 4,  -0.226, -0.635, -0.011, 5,   7.102,  3.208, 19.001 ,  0.010049999982584268
  
315966.13410, 3,   2.715,  7.812,  3.711, 4,  -0.212, -0.683,  0.072, 5,   7.102,  3.208, 19.001 ,  0.009950000036042184
  
315966.14415, 3,   3.002,  7.578,  3.563, 4,  -0.238, -0.754,  0.166, 5,   7.727,  3.302, 18.837 ,  0.010049999982584268
  
315966.15410, 3,   3.379,  7.684,  3.439, 4,  -0.303, -0.859,  0.249, 5,   7.727,  3.302, 18.837 ,  0.009949999977834523
  
315966.16415, 3,   3.849,  8.056,  3.399, 4,  -0.359, -0.999,  0.291, 5,   7.436,  2.838, 19.023 ,  0.010050000040791929
  
315966.17410, 3,   4.040,  8.156,  3.648, 4,  -0.383, -1.130,  0.282, 5,   7.436,  2.838, 19.023 ,  0.009949999977834523
  
315966.18414, 3,   4.008,  8.319,  3.875, 4,  -0.408, -1.182,  0.256, 5,   8.062,  3.290, 18.167 ,  0.010040000022854656
  
315966.19409, 3,   3.985,  8.468,  3.644, 4,  -0.441, -1.200,  0.221, 5,   8.062,  3.290, 18.167 ,  0.009949999977834523
  
315966.20415, 3,   3.887,  8.679,  3.462, 4,  -0.504, -1.264,  0.166, 5,   8.535,  3.169, 18.299 ,  0.01006000000052154
  
315966.21411, 3,   3.677,  8.985,  3.448, 4,  -0.543, -1.284,  0.099, 5,   8.535,  3.169, 18.299 ,  0.009959999995771796
  
315966.22415, 3,   3.669,  9.058,  3.243, 4,  -0.549, -1.274,  0.002, 5,   8.821,  2.752, 18.278 ,  0.010040000022854656
  
315966.23414, 3,   3.965,  8.750,  2.914, 4,  -0.560, -1.344, -0.084, 5,   8.821,  2.752, 18.278 ,  0.009989999991375953
  
315966.24415, 3,   4.234,  8.349,  2.783, 4,  -0.643, -1.541, -0.146, 5,   9.154,  2.577, 17.308 ,  0.010009999969042838
  
315966.25409, 3,   4.342,  7.997,  2.834, 4,  -0.785, -1.748, -0.184, 5,   9.154,  2.577, 17.308 ,  0.00994000001810491
  
315966.26415, 3,   4.545,  7.793,  3.189, 4,  -0.960, -1.912, -0.214, 5,   9.796,  2.536, 17.277 ,  0.01006000000052154
  
315966.27409, 3,   4.630,  7.956,  3.816, 4,  -1.121, -1.945, -0.283, 5,   9.796,  2.536, 17.277 ,  0.00994000001810491
  
315966.28415, 3,   4.621,  8.255,  4.184, 4,  -1.259, -1.754, -0.368, 5,  10.178,  2.267, 16.846 ,  0.01006000000052154
  
315966.29415, 3,   4.478,  8.528,  4.305, 4,  -1.319, -1.584, -0.471, 5,  10.178,  2.267, 16.846 ,  0.009999999951105565
  
315966.30415, 3,   4.283,  8.550,  4.211, 4,  -1.344, -1.474, -0.555, 5,  10.796,  2.220, 17.126 ,  0.010000000009313226
  
315966.31415, 3,   3.926,  8.556,  4.232, 4,  -1.301, -1.386, -0.621, 5,  10.796,  2.220, 17.126 ,  0.010000000009313226
  
315966.32415, 3,   3.473,  8.697,  4.532, 4,  -1.152, -1.272, -0.693, 5,  10.646,  1.823, 18.007 ,  0.010000000009313226
  
315966.33409, 3,   3.372,  8.544,  4.383, 4,  -0.988, -1.275, -0.759, 5,  10.646,  1.823, 18.007 ,  0.00994000001810491
  
315966.34409, 3,   3.572,  8.112,  4.122, 4,  -0.858, -1.382, -0.802, 5,  11.134,  1.869, 17.277 ,  0.010000000009313226
  
315966.35409, 3,   3.845,  7.648,  4.022, 4,  -0.750, -1.492, -0.831, 5,  11.134,  1.869, 17.277 ,  0.009999999951105565
  
315966.36415, 3,   4.371,  7.208,  4.147, 4,  -0.695, -1.580, -0.861, 5,  11.399,  1.488, 16.227 ,  0.01006000000052154
  
315966.37414, 3,   4.870,  7.044,  4.591, 4,  -0.662, -1.567, -0.876, 5,  11.399,  1.488, 16.227 ,  0.009990000049583614
  
315966.38415, 3,   5.070,  7.204,  4.895, 4,  -0.619, -1.483, -0.900, 5,  12.016,  1.607, 16.271 ,  0.010009999969042838
  
315966.39414, 3,   5.037,  7.463,  4.948, 4,  -0.562, -1.410, -0.935, 5,  12.016,  1.607, 16.271 ,  0.009989999991375953
  
315966.40415, 3,   4.912,  7.717,  4.738, 4,  -0.452, -1.401, -0.988, 5,  13.141,  2.105, 16.080 ,  0.010010000027250499
  
315966.41410, 3,   4.745,  7.705,  4.496, 4,  -0.305, -1.468, -1.045, 5,  13.141,  2.105, 16.080 ,  0.009949999977834523
  
315966.42416, 3,   4.498,  7.464,  4.295, 4,  -0.155, -1.579, -1.096, 5,  12.935,  1.983, 15.205 ,  0.01006000000052154
  
315966.43410, 3,   4.175,  7.292,  3.912, 4,  -0.014, -1.713, -1.117, 5,  12.935,  1.983, 15.205 ,  0.00994000001810491
  
315966.44409, 3,   3.946,  7.288,  3.555, 4,   0.083, -1.879, -1.107, 5,  13.170,  1.926, 15.026 ,  0.009989999991375953
  
315966.45411, 3,   3.784,  7.526,  3.464, 4,   0.137, -2.034, -1.095, 5,  13.170,  1.926, 15.026 ,  0.01001999998698011
  
315966.46415, 3,   3.837,  7.725,  3.785, 4,   0.161, -2.079, -1.098, 5,  13.634,  1.779, 14.669 ,  0.010040000022854656
  
315966.47411, 3,   4.058,  7.796,  4.316, 4,   0.155, -1.994, -1.099, 5,  13.634,  1.779, 14.669 ,  0.009959999995771796
  
315966.48411, 3,   4.310,  7.791,  4.642, 4,   0.144, -1.853, -1.070, 5,  14.205,  2.200, 13.980 ,  0.010000000009313226
  
315966.49410, 3,   4.286,  7.803,  4.769, 4,   0.176, -1.698, -1.032, 5,  14.205,  2.200, 13.980 ,  0.009989999991375953
  
315966.50410, 3,   4.249,  7.787,  4.308, 4,   0.239, -1.614, -1.008, 5,  14.385,  2.258, 12.844 ,  0.010000000009313226
  
315966.51410, 3,   4.244,  7.675,  3.624, 4,   0.264, -1.635, -0.986, 5,  14.385,  2.258, 12.844 ,  0.009999999951105565
  
315966.52410, 3,   4.183,  7.373,  3.209, 4,   0.231, -1.703, -0.902, 5,  15.130,  2.641, 12.580 ,  0.010000000009313226
  
315966.53412, 3,   3.942,  7.284,  3.012, 4,   0.202, -1.774, -0.757, 5,  15.130,  2.641, 12.580 ,  0.010020000045187771
  
315966.54411, 3,   3.745,  7.377,  2.950, 4,   0.198, -1.825, -0.605, 5,  15.571,  2.629, 11.885 ,  0.009989999991375953
  
315966.55410, 3,   3.853,  7.852,  3.095, 4,   0.200, -1.799, -0.503, 5,  15.571,  2.629, 11.885 ,  0.009989999991375953
  
315966.56414, 3,   4.225,  8.464,  3.309, 4,   0.167, -1.668, -0.471, 5,  16.191,  2.858, 11.257 ,  0.010039999964646995
  
315966.57409, 3,   4.470,  8.747,  3.290, 4,   0.073, -1.527, -0.486, 5,  16.191,  2.858, 11.257 ,  0.009950000036042184
  
315966.58410, 3,   4.445,  8.629,  3.079, 4,  -0.030, -1.434, -0.510, 5,  16.315,  3.523, 10.560 ,  0.010009999969042838
  
315966.59409, 3,   4.171,  8.437,  2.811, 4,  -0.108, -1.391, -0.528, 5,  16.315,  3.523, 10.560 ,  0.009990000049583614
  
315966.60410, 3,   4.020,  7.726,  2.538, 4,  -0.137, -1.372, -0.519, 5,  16.606,  3.525,  8.775 ,  0.010009999969042838
  
315966.61409, 3,   3.949,  7.726,  2.913, 4,  -0.073, -1.385, -0.404, 5,  16.606,  3.525,  8.775 ,  0.009989999991375953
  
315966.62410, 3,   3.971,  7.964,  2.950, 4,   0.001, -1.365, -0.260, 5,  16.940,  3.123,  9.354 ,  0.010010000027250499
  
315966.63411, 3,   4.118,  8.161,  2.878, 4,   0.016, -1.402, -0.110, 5,  16.940,  3.123,  9.354 ,  0.010009999969042838
  
315966.64411, 3,   4.636,  7.815,  1.670, 4,   0.058, -1.500,  0.058, 5,  17.288,  3.919,  9.378 ,  0.010000000009313226
  
315966.65409, 3,   4.532,  8.016,  1.634, 4,   0.272, -1.764,  0.151, 5,  17.288,  3.919,  9.378 ,  0.009980000031646341
  
315966.66410, 3,   4.079,  8.458,  2.840, 4,   0.418, -1.773,  0.084, 5,  16.658,  3.598,  8.558 ,  0.010009999969042838
  
315966.67415, 3,   3.911,  8.941,  2.968, 4,   0.430, -1.608, -0.030, 5,  16.658,  3.598,  8.558 ,  0.010049999982584268
  
315966.68411, 3,   4.062,  8.950,  3.024, 4,   0.410, -1.440, -0.098, 5,  17.760,  3.677,  7.491 ,  0.009959999995771796
  
315966.69409, 3,   4.427,  8.698,  2.630, 4,   0.383, -1.309, -0.108, 5,  17.760,  3.677,  7.491 ,  0.009980000031646341
  
315966.70411, 3,   4.730,  8.611,  1.993, 4,   0.369, -1.305, -0.077, 5,  17.339,  3.710,  6.387 ,  0.01001999998698011
  
315966.71413, 3,   4.769,  8.735,  1.522, 4,   0.403, -1.403, -0.051, 5,  17.339,  3.710,  6.387 ,  0.01001999998698011
  
315966.72409, 3,   4.694,  8.887,  1.362, 4,   0.433, -1.492, -0.065, 5,  17.854,  3.653,  5.960 ,  0.009959999995771796
  
315966.73414, 3,   4.617,  8.910,  1.324, 4,   0.399, -1.514, -0.107, 5,  17.854,  3.653,  5.960 ,  0.010050000040791929
  
315966.74410, 3,   4.618,  8.647,  1.106, 4,   0.344, -1.507, -0.141, 5,  17.733,  3.639,  6.238 ,  0.009959999995771796
  
315966.75412, 3,   4.718,  8.351,  1.055, 4,   0.317, -1.553, -0.146, 5,  17.733,  3.639,  6.238 ,  0.01001999998698011
  
315966.76409, 3,   4.745,  8.379,  1.279, 4,   0.320, -1.595, -0.124, 5,  18.263,  4.311,  4.987 ,  0.009970000013709068
  
