345348.42193, 3,  -0.755,  9.657,  2.251, 4,   0.414,  0.083,  0.014, 5, -11.770,  7.670, 13.270 ,  0.0
  
345348.43192, 3,  -0.704,  9.719,  2.011, 4,   0.436,  0.111,  0.004, 5, -11.200,  7.600, 15.100 ,  0.009989999991375953
  
345348.44196, 3,  -0.759,  9.732,  1.828, 4,   0.455,  0.119,  0.004, 5, -11.200,  7.600, 15.100 ,  0.010040000022854656
  
345348.45196, 3,  -0.788,  9.658,  1.724, 4,   0.456,  0.105, -0.030, 5, -10.700,  7.800, 14.600 ,  0.009999999951105565
  
345348.46192, 3,  -0.808,  9.649,  1.686, 4,   0.442,  0.083, -0.030, 5, -10.700,  7.800, 14.600 ,  0.009959999995771796
  
345348.47192, 3,  -0.820,  9.637,  1.674, 4,   0.420,  0.059, -0.029, 5, -10.800,  8.100, 14.300 ,  0.010000000009313226
  
345348.48214, 3,  -0.772,  9.604,  1.700, 4,   0.386,  0.038, -0.034, 5, -10.800,  8.100, 14.300 ,  0.0102199999964796
  
345348.49192, 3,  -0.788,  9.576,  1.786, 4,   0.352,  0.029, -0.040, 5, -10.700,  8.100, 14.200 ,  0.00978000002214685
  
345348.50192, 3,  -0.925,  9.529,  1.852, 4,   0.345,  0.058, -0.040, 5, -10.700,  8.100, 14.200 ,  0.010000000009313226
  
345348.51192, 3,  -1.004,  9.455,  1.856, 4,   0.358,  0.101, -0.030, 5, -10.700,  8.200, 14.000 ,  0.010000000009313226
  
345348.52196, 3,  -1.015,  9.501,  1.909, 4,   0.370,  0.119, -0.019, 5, -10.700,  8.200, 14.000 ,  0.010039999964646995
  
345348.53192, 3,  -1.047,  9.594,  1.933, 4,   0.398,  0.147, -0.011, 5, -10.700,  8.200, 13.800 ,  0.009959999995771796
  
345348.54191, 3,  -1.009,  9.527,  1.823, 4,   0.423,  0.222, -0.013, 5, -10.700,  8.200, 13.800 ,  0.009990000049583614
  
345348.55195, 3,  -0.789,  9.550,  1.384, 4,   0.438,  0.320, -0.005, 5, -10.600,  8.400, 13.700 ,  0.010039999964646995
  
345348.56195, 3,  -0.614,  9.716,  0.983, 4,   0.480,  0.357,  0.003, 5, -10.600,  8.400, 13.700 ,  0.010000000009313226
  
345348.57193, 3,  -0.566,  9.819,  0.675, 4,   0.537,  0.355, -0.008, 5, -10.700,  8.400, 13.500 ,  0.00997999997343868
  
345348.58197, 3,  -0.679,  9.923,  0.526, 4,   0.582,  0.298, -0.026, 5, -10.700,  8.400, 13.500 ,  0.010040000022854656
  
345348.59192, 3,  -0.901,  9.901,  0.468, 4,   0.583,  0.224, -0.045, 5, -10.800,  8.500, 13.400 ,  0.009949999977834523
  
345348.60196, 3,  -1.068,  9.762,  0.371, 4,   0.527,  0.158, -0.066, 5, -10.800,  8.500, 13.400 ,  0.010040000022854656
  
345348.61192, 3,  -1.179,  9.619,  0.396, 4,   0.441,  0.081, -0.068, 5, -10.800,  8.600, 13.200 ,  0.009959999995771796
  
345348.62191, 3,  -1.161,  9.531,  0.481, 4,   0.338,  0.015, -0.056, 5, -10.800,  8.600, 13.200 ,  0.009989999991375953
  
345348.63192, 3,  -1.095,  9.488,  0.567, 4,   0.230, -0.017, -0.038, 5, -10.800,  8.800, 13.300 ,  0.010010000027250499
  
345348.64194, 3,  -0.985,  9.501,  0.605, 4,   0.135, -0.013, -0.015, 5, -10.800,  8.800, 13.300 ,  0.01001999998698011
  
345348.65191, 3,  -0.954,  9.562,  0.753, 4,   0.029,  0.020,  0.004, 5, -10.900,  8.800, 13.200 ,  0.009970000013709068
  
345348.66191, 3,  -0.892,  9.578,  0.848, 4,  -0.002,  0.048, -0.001, 5, -10.900,  8.800, 13.200 ,  0.010000000009313226
  
345348.67191, 3,  -0.818,  9.544,  0.812, 4,  -0.096,  0.160, -0.021, 5, -10.900,  8.800, 13.000 ,  0.009999999951105565
  
345348.68191, 3,  -0.864,  9.530,  0.758, 4,  -0.162,  0.241, -0.042, 5, -10.900,  8.800, 13.000 ,  0.010000000009313226
  
345348.69191, 3,  -0.974,  9.437,  0.802, 4,  -0.222,  0.299, -0.067, 5, -10.900,  8.900, 13.000 ,  0.010000000009313226
  
345348.70191, 3,  -1.047,  9.372,  0.843, 4,  -0.308,  0.310, -0.079, 5, -10.900,  8.900, 13.000 ,  0.010000000009313226
  
345348.71191, 3,  -1.085,  9.444,  0.810, 4,  -0.374,  0.304, -0.077, 5, -10.900,  8.900, 12.900 ,  0.010000000009313226
  
345348.72191, 3,  -1.067,  9.565,  0.712, 4,  -0.401,  0.282, -0.076, 5, -10.900,  8.900, 12.900 ,  0.010000000009313226
  
345348.73192, 3,  -1.044,  9.653,  0.678, 4,  -0.376,  0.233, -0.075, 5, -11.000,  8.900, 12.900 ,  0.010009999969042838
  
345348.74195, 3,  -1.055,  9.735,  0.741, 4,  -0.313,  0.179, -0.074, 5, -11.000,  8.900, 12.900 ,  0.010030000004917383
  
345348.75191, 3,  -1.050,  9.720,  0.770, 4,  -0.214,  0.122, -0.071, 5, -11.000,  9.000, 12.800 ,  0.009959999995771796
  
345348.76191, 3,  -1.134,  9.625,  0.973, 4,  -0.109,  0.075, -0.061, 5, -11.000,  9.000, 12.800 ,  0.010000000009313226
  
345348.77191, 3,  -1.198,  9.531,  1.074, 4,  -0.015,  0.067, -0.047, 5, -11.100,  9.000, 12.700 ,  0.010000000009313226
  
345348.78191, 3,  -1.188,  9.487,  0.960, 4,   0.075,  0.060, -0.013, 5, -11.100,  9.000, 12.700 ,  0.010000000009313226
  
345348.79191, 3,  -1.235,  9.509,  0.885, 4,   0.155,  0.008,  0.010, 5, -11.100,  9.000, 12.700 ,  0.010000000009313226
  
345348.80191, 3,  -1.229,  9.515,  1.063, 4,   0.205, -0.054,  0.015, 5, -11.100,  9.000, 12.700 ,  0.009999999951105565
  
345348.81195, 3,  -1.177,  9.467,  1.269, 4,   0.221, -0.037,  0.022, 5, -11.100,  9.000, 12.700 ,  0.010040000022854656
  
345348.82192, 3,  -1.117,  9.431,  1.270, 4,   0.205,  0.054,  0.031, 5, -11.100,  9.000, 12.700 ,  0.009970000013709068
  
345348.83203, 3,  -1.015,  9.464,  1.025, 4,   0.163,  0.147,  0.032, 5, -11.200,  9.000, 12.700 ,  0.010109999973792583
  
345348.84198, 3,  -1.025,  9.585,  0.658, 4,   0.116,  0.188,  0.023, 5, -11.200,  9.000, 12.700 ,  0.009950000036042184
  
345348.85193, 3,  -1.082,  9.634,  0.504, 4,   0.073,  0.166,  0.020, 5, -11.200,  9.000, 12.700 ,  0.009949999977834523
  
345348.86193, 3,  -1.153,  9.595,  0.585, 4,   0.029,  0.147,  0.031, 5, -11.200,  9.000, 12.700 ,  0.010000000009313226
  
345348.87193, 3,  -1.191,  9.609,  0.699, 4,  -0.022,  0.152,  0.041, 5, -11.200,  9.000, 12.700 ,  0.010000000009313226
  
345348.88193, 3,  -1.120,  9.570,  0.810, 4,  -0.078,  0.146,  0.042, 5, -11.200,  9.000, 12.700 ,  0.009999999951105565
  
345348.89197, 3,  -1.069,  9.570,  0.988, 4,  -0.121,  0.145,  0.041, 5, -11.200,  9.100, 12.700 ,  0.010040000022854656
  
345348.90193, 3,  -1.085,  9.594,  1.195, 4,  -0.151,  0.163,  0.037, 5, -11.200,  9.100, 12.700 ,  0.009959999995771796
  
345348.91196, 3,  -1.173,  9.736,  1.199, 4,  -0.159,  0.163,  0.047, 5, -11.300,  9.100, 12.700 ,  0.010030000004917383
  
345348.92192, 3,  -1.167,  9.729,  1.252, 4,  -0.134,  0.150,  0.039, 5, -11.300,  9.100, 12.700 ,  0.009959999995771796
  
345348.93196, 3,  -1.238,  9.659,  1.536, 4,  -0.120,  0.134,  0.020, 5, -11.300,  9.100, 12.600 ,  0.010040000022854656
  
345348.94196, 3,  -1.252,  9.673,  1.208, 4,  -0.139,  0.134,  0.006, 5, -11.300,  9.100, 12.600 ,  0.010000000009313226
  
345348.95196, 3,  -1.182,  9.677,  1.028, 4,  -0.106,  0.090,  0.021, 5, -11.300,  9.100, 12.600 ,  0.009999999951105565
  
345348.96197, 3,  -1.190,  9.629,  1.053, 4,  -0.065,  0.063,  0.034, 5, -11.300,  9.100, 12.600 ,  0.010010000027250499
  
345348.97193, 3,  -1.112,  9.582,  1.173, 4,  -0.025,  0.042,  0.043, 5, -11.300,  9.100, 12.600 ,  0.009959999995771796
  
345348.98199, 3,  -0.962,  9.641,  1.059, 4,   0.010,  0.051,  0.045, 5, -11.300,  9.100, 12.600 ,  0.01006000000052154
  
345348.99193, 3,  -0.917,  9.662,  0.997, 4,   0.028,  0.069,  0.038, 5, -11.300,  9.200, 12.600 ,  0.00994000001810491
  
345349.00197, 3,  -0.883,  9.689,  1.063, 4,   0.036,  0.056,  0.029, 5, -11.300,  9.200, 12.600 ,  0.010039999964646995
  
345349.01194, 3,  -0.852,  9.650,  1.159, 4,   0.007,  0.040, -0.013, 5, -11.300,  9.200, 12.600 ,  0.009970000013709068
  
345349.02193, 3,  -0.909,  9.584,  1.189, 4,  -0.013,  0.041, -0.043, 5, -11.300,  9.200, 12.600 ,  0.009989999991375953
  
345349.03194, 3,  -1.012,  9.529,  1.184, 4,  -0.064,  0.079, -0.054, 5, -11.300,  9.200, 12.500 ,  0.010010000027250499
  
345349.04198, 3,  -1.130,  9.486,  1.216, 4,  -0.081,  0.085, -0.051, 5, -11.300,  9.200, 12.500 ,  0.010039999964646995
  
345349.05193, 3,  -1.119,  9.494,  1.358, 4,  -0.087,  0.061, -0.043, 5, -11.400,  9.200, 12.400 ,  0.009950000036042184
  
345349.06193, 3,  -1.031,  9.547,  1.434, 4,  -0.088,  0.040, -0.033, 5, -11.400,  9.200, 12.400 ,  0.010000000009313226
  
345349.07198, 3,  -0.984,  9.585,  1.399, 4,  -0.069,  0.040, -0.025, 5, -11.400,  9.200, 12.400 ,  0.010049999982584268
  
345349.08193, 3,  -1.033,  9.592,  1.275, 4,  -0.040,  0.049, -0.018, 5, -11.400,  9.200, 12.400 ,  0.009949999977834523
  
345349.09197, 3,  -1.040,  9.613,  1.194, 4,  -0.013,  0.053, -0.004, 5, -11.500,  9.300, 12.400 ,  0.010040000022854656
  
345349.10193, 3,  -1.063,  9.639,  1.142, 4,   0.004,  0.035,  0.006, 5, -11.500,  9.300, 12.400 ,  0.009959999995771796
  
345349.11193, 3,  -1.130,  9.645,  1.131, 4,   0.010,  0.021,  0.009, 5, -11.500,  9.300, 12.300 ,  0.010000000009313226
  
345349.12198, 3,  -1.235,  9.598,  1.173, 4,   0.011,  0.000,  0.006, 5, -11.500,  9.300, 12.300 ,  0.010049999982584268
  
345349.13197, 3,  -1.301,  9.558,  1.252, 4,   0.011, -0.017,  0.008, 5, -11.500,  9.300, 12.300 ,  0.009989999991375953
  
345349.14194, 3,  -1.312,  9.529,  1.292, 4,   0.002, -0.016,  0.009, 5, -11.500,  9.300, 12.300 ,  0.009970000013709068
  
345349.15193, 3,  -1.298,  9.570,  1.356, 4,  -0.006, -0.008,  0.015, 5, -11.600,  9.300, 12.300 ,  0.009989999991375953
  
345349.16193, 3,  -1.228,  9.580,  1.352, 4,  -0.018,  0.017,  0.022, 5, -11.600,  9.300, 12.300 ,  0.010000000009313226
  
345349.17193, 3,  -1.180,  9.627,  1.324, 4,  -0.022,  0.037,  0.026, 5, -11.600,  9.300, 12.300 ,  0.010000000009313226
  
