
327804.55505, 3,   0.102,  0.126,  8.337, 4,  -0.201,  0.227,  1.448, 5,   0.694, -4.256, 21.608 ,  0.009820000035688281
  
327804.56498, 3,   0.383,  0.262,  8.795, 4,  -0.126,  0.161,  1.637, 5,   0.694, -4.256, 21.608 ,  0.009930000000167638
  
327804.57500, 3,   0.353,  0.696,  8.875, 4,  -0.084,  0.229,  1.815, 5,  -0.065, -4.617, 21.313 ,  0.01001999998698011
  
  
327804.59503, 3,   0.601,  1.453,  8.313, 4,  -0.168,  0.483,  2.011, 5,  -0.065, -4.617, 21.313 ,  0.02003000001423061
  
  
327804.61498, 3,   1.115,  1.598,  8.100, 4,  -0.325,  0.433,  2.044, 5,  -0.622, -4.992, 20.776 ,  0.01994999998714775
  
327804.62499, 3,   1.293,  1.705,  8.059, 4,  -0.377,  0.383,  2.046, 5,  -0.622, -4.992, 20.776 ,  0.010009999969042838
  
327804.63500, 3,   1.384,  1.781,  8.097, 4,  -0.404,  0.316,  2.034, 5,  -0.936, -5.670, 21.021 ,  0.010010000027250499
  
327804.64498, 3,   1.452,  1.806,  8.414, 4,  -0.418,  0.196,  2.009, 5,  -0.936, -5.670, 21.021 ,  0.00997999997343868
  
327804.65499, 3,   1.548,  1.804,  8.933, 4,  -0.393,  0.031,  1.999, 5,  -1.387, -5.760, 20.672 ,  0.010010000027250499
  
327804.66498, 3,   1.680,  1.787,  9.469, 4,  -0.322, -0.084,  2.009, 5,  -1.387, -5.760, 20.672 ,  0.009989999991375953
  
327804.67498, 3,   1.875,  1.796,  9.918, 4,  -0.219, -0.101,  2.029, 5,  -1.162, -5.933, 20.616 ,  0.010000000009313226
  
327804.68499, 3,   2.000,  1.735, 10.054, 4,  -0.076, -0.036,  2.032, 5,  -1.162, -5.933, 20.616 ,  0.010009999969042838
  
327804.69499, 3,   2.118,  1.639, 10.171, 4,   0.089,  0.098,  2.017, 5,  -1.029, -5.998, 20.413 ,  0.010000000009313226
  
327804.70499, 3,   2.257,  1.519, 10.200, 4,   0.247,  0.288,  1.985, 5,  -1.029, -5.998, 20.413 ,  0.010000000009313226
  
327804.71499, 3,   2.407,  1.311, 10.252, 4,   0.318,  0.520,  1.929, 5,  -2.132, -6.327, 20.307 ,  0.010000000009313226
  
327804.73249, 3,   2.553,  1.014, 10.224, 4,   0.296,  0.743,  1.869, 5,  -2.132, -6.327, 20.307 ,  0.017500000016298145
  
  
  
  
327804.77499, 3,   2.574,  1.749,  9.451, 4,   0.061,  1.099,  2.168, 5,  -3.174, -6.074, 20.410 ,  0.04249999998137355
  
  
327804.79500, 3,   2.810,  1.593,  9.584, 4,   0.238,  0.941,  2.101, 5,  -3.987, -6.235, 20.701 ,  0.020009999978356063
  
327804.80499, 3,   2.684,  1.468,  9.810, 4,   0.370,  0.825,  2.084, 5,  -4.987, -6.273, 20.511 ,  0.009989999991375953
  
327804.81500, 3,   2.655,  1.353,  9.853, 4,   0.532,  0.706,  2.072, 5,  -4.987, -6.273, 20.511 ,  0.010010000027250499
  
327804.82498, 3,   2.430,  1.346,  9.862, 4,   0.739,  0.522,  2.063, 5,  -5.050, -6.307, 19.898 ,  0.00997999997343868
  
327804.83499, 3,   1.933,  1.450,  9.990, 4,   0.979,  0.311,  2.067, 5,  -5.050, -6.307, 19.898 ,  0.010010000027250499
  
327804.84500, 3,   1.629,  1.420, 10.052, 4,   1.226,  0.220,  2.053, 5,  -5.469, -6.312, 20.033 ,  0.010009999969042838
  
327804.85500, 3,   1.707,  1.366, 10.191, 4,   1.426,  0.226,  2.032, 5,  -5.469, -6.312, 20.033 ,  0.010000000009313226
  
327804.86499, 3,   2.105,  1.318, 10.408, 4,   1.557,  0.289,  2.028, 5,  -5.693, -5.778, 20.415 ,  0.009989999991375953
  
327804.87499, 3,   2.682,  1.265, 10.463, 4,   1.606,  0.427,  2.020, 5,  -5.693, -5.778, 20.415 ,  0.010000000009313226
  
327804.88498, 3,   3.170,  1.373, 10.112, 4,   1.575,  0.590,  2.007, 5,  -5.860, -5.172, 20.412 ,  0.009989999991375953
  
327804.89767, 3,   3.868,  1.853,  9.764, 4,   1.503,  0.685,  2.023, 5,  -5.860, -5.172, 20.412 ,  0.01269000000320375
  
327804.91504, 3,   4.503,  3.128, 10.082, 4,   1.432,  0.584,  2.077, 5,  -6.646, -5.128, 19.554 ,  0.017370000015944242
  
327804.92498, 3,   4.306,  3.639, 10.294, 4,   1.508,  0.507,  2.034, 5,  -6.850, -3.765, 18.663 ,  0.00994000001810491
  
327804.93498, 3,   3.946,  3.899, 10.259, 4,   1.653,  0.549,  1.879, 5,  -6.850, -3.765, 18.663 ,  0.010000000009313226
  
327804.94499, 3,   3.548,  3.746, 10.155, 4,   1.852,  0.666,  1.651, 5,  -7.671, -2.809, 18.588 ,  0.010009999969042838
  
327804.95500, 3,   3.281,  3.154,  9.683, 4,   2.064,  0.883,  1.420, 5,  -7.671, -2.809, 18.588 ,  0.010010000027250499
  
327804.96499, 3,   3.467,  2.587,  8.951, 4,   2.217,  1.092,  1.254, 5,  -7.918, -2.028, 19.397 ,  0.009989999991375953
  
327804.97498, 3,   3.650,  2.242,  8.612, 4,   2.275,  1.108,  1.191, 5,  -7.918, -2.028, 19.397 ,  0.009989999991375953
  
327804.98499, 3,   4.026,  2.326,  8.641, 4,   2.235,  1.028,  1.226, 5,  -7.445, -1.563, 18.947 ,  0.010010000027250499
  
327804.99499, 3,   4.326,  2.704,  8.869, 4,   2.123,  0.922,  1.303, 5,  -7.445, -1.563, 18.947 ,  0.009999999951105565
  
327805.00499, 3,   4.418,  3.427,  8.861, 4,   1.973,  0.919,  1.378, 5,  -7.828, -0.628, 19.123 ,  0.010000000009313226
  
327805.01499, 3,   4.375,  4.056,  8.708, 4,   1.833,  1.016,  1.395, 5,  -7.828, -0.628, 19.123 ,  0.010000000009313226
  
327805.02499, 3,   4.080,  4.478,  8.365, 4,   1.700,  1.155,  1.329, 5,  -8.585,  0.091, 18.418 ,  0.010000000009313226
  
327805.03499, 3,   3.729,  4.866,  8.112, 4,   1.558,  1.242,  1.175, 5,  -8.585,  0.091, 18.418 ,  0.010000000009313226
  
327805.04498, 3,   3.456,  5.165,  8.246, 4,   1.389,  1.178,  0.960, 5,  -8.377,  0.637, 19.293 ,  0.009989999991375953
  
327805.05516, 3,   3.529,  5.086,  8.259, 4,   1.200,  1.056,  0.728, 5,  -8.377,  0.637, 19.293 ,  0.01017999998293817
  
327805.06500, 3,   3.837,  4.834,  8.410, 4,   1.039,  0.903,  0.551, 5,  -9.694,  1.687, 17.219 ,  0.009840000013355166
  
327805.07499, 3,   4.162,  4.644,  8.665, 4,   0.974,  0.732,  0.476, 5,  -9.694,  1.687, 17.219 ,  0.009989999991375953
  
327805.08499, 3,   4.405,  4.492,  8.637, 4,   1.051,  0.656,  0.485, 5,  -9.748,  1.849, 18.503 ,  0.010000000009313226
  
327805.09498, 3,   4.339,  4.447,  8.390, 4,   1.263,  0.673,  0.565, 5,  -9.748,  1.849, 18.503 ,  0.009989999991375953
  
327805.10500, 3,   4.137,  4.458,  7.902, 4,   1.557,  0.761,  0.635, 5, -10.741,  3.287, 17.277 ,  0.01001999998698011
  
327805.11501, 3,   3.820,  4.571,  7.615, 4,   1.976,  0.733,  0.629, 5, -10.741,  3.287, 17.277 ,  0.010010000027250499
  
327805.12498, 3,   3.566,  4.706,  7.827, 4,   2.163,  0.602,  0.581, 5, -10.531,  4.333, 17.650 ,  0.009970000013709068
  
327805.13499, 3,   3.443,  4.877,  8.000, 4,   2.229,  0.537,  0.546, 5, -10.531,  4.333, 17.650 ,  0.010009999969042838
  
327805.14498, 3,   3.631,  5.209,  8.225, 4,   2.197,  0.502,  0.565, 5, -11.088,  4.637, 16.119 ,  0.009989999991375953
  
327805.15499, 3,   4.409,  6.498,  8.107, 4,   2.138,  0.437,  0.627, 5, -11.088,  4.637, 16.119 ,  0.010010000027250499
  
327805.16499, 3,   4.575,  7.300,  8.031, 4,   2.135,  0.276,  0.709, 5, -11.271,  5.497, 17.274 ,  0.010000000009313226
  
327805.17499, 3,   4.468,  7.831,  7.465, 4,   2.230,  0.304,  0.778, 5, -11.271,  5.497, 17.274 ,  0.010000000009313226
  
327805.18498, 3,   4.201,  8.090,  6.771, 4,   2.409,  0.454,  0.744, 5, -11.339,  6.728, 15.429 ,  0.009989999991375953
  
327805.19499, 3,   3.663,  8.347,  6.146, 4,   2.606,  0.656,  0.588, 5, -11.339,  6.728, 15.429 ,  0.010009999969042838
  
327805.20498, 3,   3.868,  8.168,  5.692, 4,   2.708,  0.856,  0.291, 5, -11.206,  7.677, 15.089 ,  0.009989999991375953
  
327805.21498, 3,   4.237,  7.792,  5.576, 4,   2.669,  0.968, -0.061, 5, -11.206,  7.677, 15.089 ,  0.010000000009313226
  
327805.22498, 3,   4.678,  7.404,  5.648, 4,   2.542,  0.957, -0.332, 5, -12.227,  8.195, 14.481 ,  0.010000000009313226
  
327805.23499, 3,   5.198,  7.196,  5.892, 4,   2.394,  0.850, -0.490, 5, -12.227,  8.195, 14.481 ,  0.010010000027250499
  
327805.24498, 3,   5.289,  7.327,  5.909, 4,   2.342,  0.731, -0.515, 5, -13.014,  8.800, 14.665 ,  0.009989999991375953
  
327805.25499, 3,   4.817,  7.605,  5.944, 4,   2.449,  0.720, -0.415, 5, -13.014,  8.800, 14.665 ,  0.010009999969042838
  
327805.26499, 3,   4.264,  7.508,  5.935, 4,   2.709,  0.911, -0.311, 5, -13.334,  8.957, 14.075 ,  0.010000000009313226
  
327805.27500, 3,   4.014,  7.223,  5.714, 4,   3.004,  1.312, -0.275, 5, -13.334,  8.957, 14.075 ,  0.010010000027250499
  
327805.28499, 3,   4.057,  7.587,  4.851, 4,   3.114,  1.789, -0.266, 5, -13.320,  9.768, 11.331 ,  0.009989999991375953
  
327805.29500, 3,   3.638,  8.285,  3.625, 4,   2.929,  2.106, -0.249, 5, -13.320,  9.768, 11.331 ,  0.010009999969042838
  
327805.30499, 3,   3.124,  8.380,  2.915, 4,   2.514,  2.150, -0.276, 5, -14.328, 11.124, 10.146 ,  0.009989999991375953
  
327805.31500, 3,   3.328,  8.580,  1.419, 4,   2.005,  2.367, -0.383, 5, -14.328, 11.124, 10.146 ,  0.010010000027250499
  
327805.32499, 3,   3.534,  9.018, -0.001, 4,   1.504,  2.622, -0.501, 5, -14.378, 11.632,  8.953 ,  0.009989999991375953
  
327805.33500, 3,   3.513,  9.250, -0.063, 4,   1.085,  2.246, -0.627, 5, -14.378, 11.632,  8.953 ,  0.010010000027250499
  
327805.34504, 3,   3.423,  9.597,  0.915, 4,   0.772,  1.492, -0.749, 5, -15.403, 11.330,  8.569 ,  0.010039999964646995
  
327805.35500, 3,   3.066,  9.434,  2.290, 4,   0.569,  0.915, -0.863, 5, -15.403, 11.330,  8.569 ,  0.009959999995771796
  
327805.36502, 3,   2.685,  9.257,  3.445, 4,   0.397,  0.706, -0.955, 5, -14.238, 11.459,  8.502 ,  0.010020000045187771
  
327805.37504, 3,   2.434,  9.068,  4.290, 4,   0.228,  0.839, -1.054, 5, -14.238, 11.459,  8.502 ,  0.01001999998698011
  
327805.38503, 3,   2.418,  8.844,  4.266, 4,   0.023,  1.214, -1.218, 5, -15.245, 11.129,  7.600 ,  0.009989999991375953
  
327805.39504, 3,   2.841,  8.666,  3.646, 4,  -0.225,  1.670, -1.416, 5, -15.245, 11.129,  7.600 ,  0.010009999969042838
  
327805.40503, 3,   3.207,  8.991,  2.998, 4,  -0.465,  2.030, -1.567, 5, -16.025, 10.162,  7.812 ,  0.009990000049583614
  
327805.41504, 3,   3.256,  9.595,  2.286, 4,  -0.663,  2.134, -1.622, 5, -16.025, 10.162,  7.812 ,  0.010009999969042838
  
327805.42503, 3,   2.719, 10.019,  1.498, 4,  -0.735,  2.083, -1.613, 5, -16.525,  9.822,  6.965 ,  0.009989999991375953
  
327805.43504, 3,   2.278, 10.090,  1.204, 4,  -0.617,  1.935, -1.585, 5, -16.525,  9.822,  6.965 ,  0.010010000027250499
  
327805.44499, 3,   2.125,  9.665,  1.237, 4,  -0.387,  1.684, -1.590, 5, -17.052,  9.550,  8.033 ,  0.009949999977834523
  
327805.45505, 3,   2.060,  8.958,  1.662, 4,  -0.192,  1.408, -1.599, 5, -17.052,  9.550,  8.033 ,  0.01006000000052154
  
327805.46500, 3,   2.042,  8.659,  1.890, 4,  -0.094,  1.140, -1.495, 5, -17.011,  8.651,  6.129 ,  0.009950000036042184
  
327805.47504, 3,   2.103,  8.891,  1.998, 4,  -0.022,  0.870, -1.335, 5, -17.011,  8.651,  6.129 ,  0.010039999964646995
  
327805.48504, 3,   2.369,  9.413,  2.172, 4,   0.065,  0.684, -1.142, 5, -17.468,  8.887,  4.766 ,  0.010000000009313226
  
327805.49501, 3,   2.636, 10.058,  1.982, 4,   0.216,  0.538, -0.948, 5, -17.468,  8.887,  4.766 ,  0.009970000013709068
  
327805.50500, 3,   2.832, 10.791,  1.296, 4,   0.440,  0.420, -0.806, 5, -16.579,  8.347,  6.363 ,  0.009989999991375953
  
327805.51504, 3,   2.936, 11.261,  0.484, 4,   0.741,  0.233, -0.716, 5, -16.579,  8.347,  6.363 ,  0.010040000022854656
  
327805.52499, 3,   2.772, 11.210, -0.247, 4,   1.097, -0.033, -0.667, 5, -17.261,  8.447,  4.743 ,  0.009949999977834523
  
327805.53505, 3,   2.460, 10.610, -0.905, 4,   1.417, -0.340, -0.647, 5, -17.261,  8.447,  4.743 ,  0.01006000000052154
  
327805.54500, 3,   1.990,  9.968, -1.209, 4,   1.618, -0.749, -0.564, 5, -17.287,  8.222,  4.689 ,  0.009949999977834523
  
327805.55500, 3,   1.561,  9.511, -1.125, 4,   1.677, -1.260, -0.387, 5, -17.287,  8.222,  4.689 ,  0.010000000009313226
  
327805.56504, 3,   1.314,  9.424, -0.395, 4,   1.654, -1.808, -0.138, 5, -17.803,  7.817,  5.945 ,  0.010040000022854656
  
327805.57500, 3,   1.537,  9.640,  0.711, 4,   1.632, -2.281,  0.132, 5, -17.803,  7.817,  5.945 ,  0.009959999995771796
  
327805.58504, 3,   1.905,  9.967,  1.532, 4,   1.687, -2.536,  0.368, 5, -17.594,  8.545,  6.702 ,  0.010039999964646995
  
327805.59500, 3,   2.176, 10.297,  1.581, 4,   1.850, -2.589,  0.558, 5, -17.594,  8.545,  6.702 ,  0.009959999995771796
  
327805.60504, 3,   2.194, 10.549,  1.082, 4,   2.093, -2.517,  0.692, 5, -16.264,  9.262,  6.963 ,  0.010040000022854656
  
327805.61504, 3,   2.017, 10.347, -0.068, 4,   2.348, -2.430,  0.788, 5, -16.264,  9.262,  6.963 ,  0.010000000009313226
  
327805.62503, 3,   1.873,  9.704, -1.567, 4,   2.577, -2.428,  0.904, 5, -16.902,  9.566,  6.457 ,  0.009989999991375953
  
327805.63500, 3,   1.601,  9.395, -2.090, 4,   2.750, -2.710,  1.083, 5, -16.902,  9.566,  6.457 ,  0.009970000013709068
  
327805.64504, 3,   1.529,  9.428, -1.718, 4,   2.857, -3.035,  1.269, 5, -17.125,  9.956,  7.172 ,  0.010039999964646995
  
327805.65504, 3,   1.573,  9.765, -1.185, 4,   2.844, -3.176,  1.351, 5, -17.125,  9.956,  7.172 ,  0.010000000009313226
  
327805.66504, 3,   1.818, 10.154, -0.942, 4,   2.649, -3.157,  1.310, 5, -15.868, 10.765,  6.235 ,  0.010000000009313226
  
327805.67505, 3,   1.721, 10.410, -0.830, 4,   2.241, -3.121,  1.183, 5, -15.868, 10.765,  6.235 ,  0.010010000027250499
  
327805.68504, 3,   1.794, 10.550, -1.002, 4,   1.722, -3.112,  1.019, 5, -15.565, 11.177,  7.520 ,  0.009989999991375953
  
327805.69500, 3,   1.799, 10.669, -1.501, 4,   1.249, -3.192,  0.887, 5, -15.565, 11.177,  7.520 ,  0.009959999995771796
  
327805.70499, 3,   1.447, 10.552, -1.915, 4,   1.004, -3.343,  0.812, 5, -15.464, 11.248,  8.884 ,  0.009989999991375953
  
327805.71503, 3,   1.082, 10.579, -1.883, 4,   1.009, -3.501,  0.760, 5, -15.464, 11.248,  8.884 ,  0.010040000022854656
  
327805.72503, 3,   0.921, 10.467, -1.393, 4,   1.053, -3.613,  0.679, 5, -14.671, 11.226,  8.718 ,  0.009999999951105565
  
327805.73500, 3,   0.770, 10.234, -0.712, 4,   0.950, -3.622,  0.545, 5, -14.671, 11.226,  8.718 ,  0.009970000013709068
  
327805.74499, 3,   0.636,  9.738, -0.287, 4,   0.652, -3.532,  0.364, 5, -14.372, 11.133, 10.146 ,  0.009989999991375953
  
327805.75501, 3,   0.511,  9.194, -0.165, 4,   0.244, -3.410,  0.195, 5, -14.372, 11.133, 10.146 ,  0.010020000045187771
  
327805.76500, 3,   0.354,  9.024, -0.170, 4,  -0.183, -3.338,  0.093, 5, -14.260, 11.031,  9.338 ,  0.009989999991375953
  
327805.77500, 3,   0.382,  9.082, -0.371, 4,  -0.485, -3.269,  0.042, 5, -14.260, 11.031,  9.338 ,  0.010000000009313226
  
327805.78499, 3,   0.494,  9.179, -0.338, 4,  -0.591, -3.259,  0.048, 5, -14.122, 11.190,  9.166 ,  0.009989999991375953
  
327805.79500, 3,   0.543,  9.437, -0.122, 4,  -0.519, -3.286,  0.094, 5, -14.122, 11.190,  9.166 ,  0.010009999969042838
  
327805.80500, 3,   0.645,  9.544, -0.047, 4,  -0.335, -3.242,  0.145, 5, -13.544, 10.816,  9.456 ,  0.010000000009313226
  
327805.81500, 3,   0.751,  9.516, -0.219, 4,  -0.128, -3.145,  0.207, 5, -13.544, 10.816,  9.456 ,  0.010000000009313226
  
327805.82500, 3,   0.769,  9.483, -0.611, 4,   0.064, -3.054,  0.301, 5, -13.549, 11.158,  9.180 ,  0.010000000009313226
  
327805.83500, 3,   0.584,  9.473, -1.061, 4,   0.113, -2.992,  0.342, 5, -13.549, 11.158,  9.180 ,  0.010000000009313226
  
327805.84500, 3,   0.431,  9.346, -1.421, 4,   0.115, -2.950,  0.357, 5, -12.700, 10.880,  9.786 ,  0.009999999951105565
  
327805.85500, 3,   0.239,  9.147, -1.714, 4,   0.047, -2.903,  0.369, 5, -12.700, 10.880,  9.786 ,  0.010000000009313226
  
327805.86500, 3,  -0.098,  9.007, -2.076, 4,  -0.079, -2.883,  0.405, 5, -12.026, 10.301, 10.847 ,  0.010000000009313226
  
327805.87501, 3,  -0.101,  9.313, -2.575, 4,  -0.212, -2.903,  0.475, 5, -12.026, 10.301, 10.847 ,  0.010010000027250499
  
327805.88500, 3,   0.049, 10.105, -2.395, 4,  -0.322, -3.033,  0.579, 5, -10.673, 10.919, 11.244 ,  0.009989999991375953
  
327805.89500, 3,   0.187, 10.859, -1.870, 4,  -0.361, -3.283,  0.714, 5, -10.673, 10.919, 11.244 ,  0.010000000009313226
  
327805.90501, 3,   0.214, 11.365, -1.110, 4,  -0.285, -3.457,  0.804, 5,  -9.322, 10.670, 12.985 ,  0.010009999969042838
  
327805.91502, 3,   0.085, 11.499, -0.376, 4,  -0.140, -3.496,  0.801, 5,  -9.322, 10.670, 12.985 ,  0.010010000027250499
  
327805.92506, 3,  -0.329, 11.260, -0.018, 4,  -0.008, -3.375,  0.722, 5,  -8.169, 10.743, 14.202 ,  0.010039999964646995
  
327805.93502, 3,  -0.854, 10.939, -0.200, 4,   0.044, -3.104,  0.623, 5,  -8.169, 10.743, 14.202 ,  0.009959999995771796
  
327805.94501, 3,  -1.262, 10.896, -0.614, 4,   0.034, -2.806,  0.536, 5,  -8.097, 10.610, 13.370 ,  0.009990000049583614
  
327805.95502, 3,  -1.520, 11.411, -0.952, 4,   0.002, -2.600,  0.478, 5,  -8.097, 10.610, 13.370 ,  0.010009999969042838
  
327805.96503, 3,  -1.387, 12.026, -0.922, 4,  -0.005, -2.525,  0.415, 5,  -7.366, 10.468, 14.840 ,  0.010010000027250499
  
327805.97499, 3,  -1.296, 12.305, -0.651, 4,   0.010, -2.524,  0.310, 5,  -7.366, 10.468, 14.840 ,  0.009959999995771796
  
327805.98499, 3,  -1.350, 12.461, -0.548, 4,   0.051, -2.490,  0.167, 5,  -5.716, 10.729, 14.622 ,  0.010000000009313226
  
327805.99502, 3,  -1.689, 12.181, -0.698, 4,   0.136, -2.324, -0.024, 5,  -5.716, 10.729, 14.622 ,  0.010029999946709722
  
327806.00500, 3,  -2.283, 11.162, -1.155, 4,   0.246, -2.107, -0.285, 5,  -5.467, 10.875, 15.067 ,  0.009980000031646341
  
327806.01501, 3,  -3.197, 10.041, -1.566, 4,   0.351, -1.853, -0.526, 5,  -5.467, 10.875, 15.067 ,  0.010009999969042838
  
327806.02502, 3,  -4.020,  9.281, -1.869, 4,   0.411, -1.706, -0.667, 5,  -5.494, 11.006, 15.488 ,  0.010010000027250499
  
327806.03500, 3,  -4.384,  9.041, -1.911, 4,   0.376, -1.670, -0.666, 5,  -5.494, 11.006, 15.488 ,  0.00997999997343868
  
327806.04499, 3,  -4.586,  9.301, -1.518, 4,   0.218, -1.793, -0.580, 5,  -4.385, 11.438, 16.429 ,  0.009990000049583614
  
327806.05500, 3,  -4.905,  9.807, -0.576, 4,  -0.021, -2.065, -0.438, 5,  -4.385, 11.438, 16.429 ,  0.010009999969042838
  
327806.06500, 3,  -5.191, 10.275,  0.670, 4,  -0.216, -2.366, -0.275, 5,  -4.504, 10.889, 16.542 ,  0.010000000009313226
  
327806.07500, 3,  -5.442, 10.229,  1.603, 4,  -0.238, -2.475, -0.174, 5,  -4.504, 10.889, 16.542 ,  0.010000000009313226
  
327806.08500, 3,  -5.472,  9.804,  2.090, 4,  -0.083, -2.333, -0.165, 5,  -3.181, 11.481, 16.124 ,  0.010000000009313226
  
327806.09501, 3,  -5.179,  9.226,  1.991, 4,   0.191, -2.019, -0.146, 5,  -3.181, 11.481, 16.124 ,  0.010009999969042838
  
327806.10499, 3,  -4.718,  8.989,  1.282, 4,   0.468, -1.577, -0.055, 5,  -3.359, 11.454, 18.357 ,  0.009980000031646341
  
327806.11500, 3,  -4.178,  9.606,  0.504, 4,   0.667, -1.146,  0.073, 5,  -3.359, 11.454, 18.357 ,  0.010009999969042838
  
327806.12499, 3,  -3.505, 10.465, -0.470, 4,   0.739, -0.752,  0.160, 5,  -2.519, 11.510, 16.843 ,  0.009989999991375953
  
327806.13500, 3,  -3.175, 11.029, -1.525, 4,   0.670, -0.398,  0.055, 5,  -2.519, 11.510, 16.843 ,  0.010010000027250499
  
327806.14500, 3,  -3.193, 10.772, -2.484, 4,   0.441, -0.226, -0.245, 5,  -1.977, 12.103, 16.883 ,  0.010000000009313226
  
327806.15500, 3,  -3.676,  9.811, -3.018, 4,   0.111, -0.254, -0.600, 5,  -1.977, 12.103, 16.883 ,  0.010000000009313226
  
327806.16501, 3,  -4.223,  8.672, -2.829, 4,  -0.181, -0.485, -0.851, 5,  -1.703, 11.839, 16.934 ,  0.010009999969042838
  
327806.17501, 3,  -4.353,  7.798, -2.247, 4,  -0.379, -0.818, -0.920, 5,  -1.703, 11.839, 16.934 ,  0.010000000009313226
  
327806.18506, 3,  -4.506,  7.441, -1.279, 4,  -0.440, -1.131, -0.771, 5,  -1.677, 12.372, 18.010 ,  0.010049999982584268
  
327806.19499, 3,  -4.618,  7.896, -0.254, 4,  -0.308, -1.354, -0.274, 5,  -1.677, 12.372, 18.010 ,  0.009930000000167638
  
327806.20500, 3,  -4.101,  8.683,  0.220, 4,   0.174, -1.218,  0.021, 5,  -0.388, 12.870, 15.751 ,  0.010010000027250499
  
  
  
  
327806.24500, 3,  -2.480,  9.925,  0.777, 4,   0.198, -0.516, -0.253, 5,   0.049, 12.971, 16.570 ,  0.03999999997904524
  
327806.25528, 3,  -2.784,  9.267,  0.069, 4,   0.077, -0.280, -0.408, 5,   0.049, 12.971, 16.570 ,  0.010279999987687916
  
327806.26502, 3,  -3.269,  8.630, -0.903, 4,  -0.024, -0.118, -0.489, 5,  -0.466, 13.188, 17.075 ,  0.00974000000860542
  
327806.27499, 3,  -3.953,  8.285, -1.478, 4,  -0.176, -0.167, -0.487, 5,  -0.466, 13.188, 17.075 ,  0.009970000013709068
  
327806.28513, 3,  -4.332,  8.267, -1.257, 4,  -0.398, -0.442, -0.404, 5,  -0.492, 13.129, 17.104 ,  0.01013999996939674
  
327806.29506, 3,  -4.421,  8.455, -0.108, 4,  -0.630, -0.812, -0.275, 5,  -0.492, 13.129, 17.104 ,  0.009930000000167638
  
327806.30499, 3,  -4.112,  8.758,  1.471, 4,  -0.781, -1.083, -0.131, 5,   0.135, 13.365, 16.217 ,  0.009930000000167638
  
327806.31499, 3,  -3.439,  9.315,  2.999, 4,  -0.826, -1.197,  0.010, 5,   0.135, 13.365, 16.217 ,  0.010000000009313226
  
  
327806.33498, 3,  -2.976,  9.874,  4.508, 4,  -0.601, -0.979,  0.301, 5,   0.287, 12.989, 16.079 ,  0.01999000000068918
  
327806.34501, 3,  -3.426,  9.918,  4.413, 4,  -0.389, -0.717,  0.406, 5,   0.516, 12.942, 16.104 ,  0.010030000004917383
  
327806.35502, 3,  -3.753,  9.798,  4.202, 4,  -0.203, -0.461,  0.469, 5,   0.516, 12.942, 16.104 ,  0.010010000027250499
  
327806.36499, 3,  -3.680,  9.777,  4.095, 4,  -0.148, -0.267,  0.484, 5,   0.641, 12.596, 16.742 ,  0.009969999955501407
  
327806.37499, 3,  -3.602, 10.060,  4.181, 4,  -0.283, -0.174,  0.474, 5,   0.641, 12.596, 16.742 ,  0.010000000009313226
  
327806.38499, 3,  -3.558, 10.529,  4.599, 4,  -0.516, -0.150,  0.430, 5,   0.639, 12.757, 15.343 ,  0.010000000009313226
  
327806.39498, 3,  -3.576, 10.677,  5.004, 4,  -0.719, -0.101,  0.372, 5,   0.639, 12.757, 15.343 ,  0.009989999991375953
  
  
327806.41503, 3,  -3.743, 10.467,  5.158, 4,  -0.781,  0.131,  0.302, 5,   0.724, 12.900, 16.102 ,  0.020049999991897494
  
327806.42499, 3,  -3.357, 10.379,  5.221, 4,  -0.711,  0.205,  0.312, 5,   0.445, 12.235, 16.923 ,  0.009960000053979456
  
  
327806.44594, 3,  -3.202, 10.350,  5.278, 4,  -0.502,  0.328,  0.445, 5,   0.157, 12.315, 16.642 ,  0.02094999997643754
  
327806.45499, 3,  -3.244, 10.034,  4.650, 4,  -0.344,  0.531,  0.461, 5,   0.157, 12.315, 16.642 ,  0.009049999993294477
  
327806.46500, 3,  -3.160,  9.764,  3.946, 4,  -0.273,  0.671,  0.442, 5,   0.026, 12.367, 16.588 ,  0.010010000027250499
  
327806.47500, 3,  -2.879,  9.761,  3.638, 4,  -0.344,  0.655,  0.453, 5,   0.026, 12.367, 16.588 ,  0.009999999951105565
  
327806.48519, 3,  -2.638,  9.930,  3.613, 4,  -0.507,  0.571,  0.477, 5,   0.093, 12.203, 16.723 ,  0.010190000000875443
  
327806.49522, 3,  -2.535,  9.934,  3.625, 4,  -0.645,  0.528,  0.469, 5,   0.093, 12.203, 16.723 ,  0.010030000004917383
  
  
327806.51500, 3,  -2.613,  9.662,  3.735, 4,  -0.716,  0.588,  0.406, 5,  -0.052, 12.293, 16.792 ,  0.019780000031460077
  
327806.52499, 3,  -2.680,  9.322,  3.735, 4,  -0.753,  0.707,  0.310, 5,   0.100, 12.300, 16.900 ,  0.009989999991375953
  
327806.53500, 3,  -2.778,  9.176,  3.513, 4,  -0.971,  0.899,  0.073, 5,   0.100, 12.300, 16.900 ,  0.010009999969042838
  
327806.54521, 3,  -2.418,  9.153,  3.021, 4,  -1.267,  1.166, -0.188, 5,   0.300, 12.300, 16.900 ,  0.010210000036749989
  
327806.55502, 3,  -1.881,  9.372,  2.746, 4,  -1.463,  1.145, -0.323, 5,   0.300, 12.300, 16.900 ,  0.009810000017751008
  
