682533.15002, 3,  -0.092,  0.032,  9.652, 4,   0.007,  0.024, -0.005, 5,  -8.250,-16.460, 15.180 ,  0.0
  
682533.16002, 3,  -0.065,  0.017,  9.795, 4,   0.007, -0.001, -0.003, 5,  -8.500,-16.800, 15.100 ,  0.010000000009313226
  
682533.17007, 3,  -0.083,  0.018,  9.728, 4,   0.009,  0.010, -0.002, 5,  -8.500,-16.800, 15.100 ,  0.010050000040791929
  
682533.18001, 3,  -0.072,  0.018,  9.759, 4,   0.008,  0.010, -0.003, 5,  -8.200,-16.600, 14.000 ,  0.00994000001810491
  
682533.19002, 3,  -0.069,  0.026,  9.755, 4,   0.006,  0.005,  0.001, 5,  -8.200,-16.600, 14.000 ,  0.010009999969042838
  
682533.20002, 3,  -0.075,  0.023,  9.735, 4,   0.006,  0.013, -0.002, 5,  -8.300,-16.700, 14.400 ,  0.010000000009313226
  
682533.21001, 3,  -0.068,  0.022,  9.761, 4,   0.007,  0.004, -0.004, 5,  -8.300,-16.700, 14.400 ,  0.009990000049583614
  
682533.22003, 3,  -0.074,  0.022,  9.737, 4,   0.009,  0.012, -0.004, 5,  -8.400,-16.800, 14.800 ,  0.01001999992877245
  
682533.23002, 3,  -0.056,  0.025,  9.765, 4,   0.005,  0.004, -0.001, 5,  -8.400,-16.800, 14.800 ,  0.009990000049583614
  
682533.24003, 3,  -0.071,  0.020,  9.743, 4,   0.003,  0.012, -0.004, 5,  -8.100,-16.600, 15.000 ,  0.010009999969042838
  
682533.25002, 3,  -0.059,  0.018,  9.767, 4,   0.007,  0.007, -0.003, 5,  -8.100,-16.600, 15.000 ,  0.009990000049583614
  
682533.26002, 3,  -0.068,  0.017,  9.749, 4,   0.007,  0.011, -0.002, 5,  -8.300,-16.600, 14.900 ,  0.010000000009313226
  
682533.27002, 3,  -0.057,  0.020,  9.756, 4,   0.006,  0.008, -0.001, 5,  -8.300,-16.600, 14.900 ,  0.010000000009313226
  
682533.28002, 3,  -0.071,  0.014,  9.748, 4,   0.007,  0.008,  0.000, 5,  -8.400,-16.600, 15.000 ,  0.009999999892897904
  
682533.29002, 3,  -0.068,  0.014,  9.754, 4,   0.007,  0.007, -0.003, 5,  -8.400,-16.600, 15.000 ,  0.010000000009313226
  
682533.30003, 3,  -0.075,  0.014,  9.747, 4,   0.007,  0.008, -0.004, 5,  -8.200,-16.600, 15.000 ,  0.01001000008545816
  
682533.31002, 3,  -0.072,  0.017,  9.748, 4,   0.009,  0.006, -0.002, 5,  -8.200,-16.600, 15.000 ,  0.009989999933168292
  
682533.32005, 3,  -0.073,  0.014,  9.740, 4,   0.007,  0.010, -0.004, 5,  -8.200,-16.600, 14.800 ,  0.010030000004917383
  
682533.33002, 3,  -0.085,  0.024,  9.766, 4,   0.003,  0.007, -0.004, 5,  -8.200,-16.600, 14.800 ,  0.009970000013709068
  
682533.34003, 3,  -0.090,  0.012,  9.764, 4,   0.006,  0.010, -0.002, 5,  -8.100,-16.600, 15.000 ,  0.010009999969042838
  
682533.35002, 3,  -0.080,  0.016,  9.764, 4,   0.006,  0.008, -0.002, 5,  -8.100,-16.600, 15.000 ,  0.009990000049583614
  
682533.36002, 3,  -0.072,  0.016,  9.749, 4,   0.006,  0.010, -0.002, 5,  -8.200,-16.600, 14.900 ,  0.010000000009313226
  
682533.37001, 3,  -0.084,  0.013,  9.770, 4,   0.008,  0.008, -0.001, 5,  -8.200,-16.600, 14.900 ,  0.009989999933168292
  
682533.38002, 3,  -0.083,  0.019,  9.761, 4,   0.006,  0.011, -0.002, 5,  -8.200,-16.500, 14.900 ,  0.01001000008545816
  
682533.39002, 3,  -0.072,  0.020,  9.753, 4,   0.006,  0.006, -0.004, 5,  -8.200,-16.500, 14.900 ,  0.010000000009313226
  
682533.40003, 3,  -0.090,  0.010,  9.762, 4,   0.006,  0.011, -0.005, 5,  -8.300,-16.500, 15.000 ,  0.010009999969042838
  
682533.41002, 3,  -0.077,  0.007,  9.760, 4,   0.006,  0.008, -0.003, 5,  -8.300,-16.500, 15.000 ,  0.009989999933168292
  
