258845.88487,3,-521,9679,669,4,30,-25,7,5,5640,-1540,23560
258845.94720,3,-636,9693,782,4,-29,19,-22,5,5200,-1800,23500
258845.97845,3,-690,9743,831,,,,,,,,
258846.00967,3,-620,9766,931,4,-26,-37,-18,5,5100,-2200,24300
258846.04094,3,-579,9772,917,,,,,,,,
258846.07216,3,-605,9718,820,4,29,-7,15,5,4900,-2200,24200
258846.10343,3,-618,9699,790,,,,,,,,
258846.13466,3,-645,9681,670,4,25,11,9,5,4900,-2300,24200
258846.16593,3,-589,9700,702,,,,,,,,
258846.19718,3,-558,9728,753,4,6,-30,15,5,4900,-2300,24100
258846.22847,3,-582,9732,873,,,,,,,,
258846.25968,3,-594,9752,809,4,16,4,3,5,4900,-2200,24100
258846.29097,3,-589,9767,790,,,,,,,,
258846.32218,3,-578,9743,785,4,19,0,13,5,5000,-2100,24000
258846.35340,3,-596,9718,746,4,19,0,0,,,,
258846.38466,3,-561,9728,728,5,5000,-2100,24000,,,,
258846.41594,3,-575,9719,722,4,12,18,-2,,,,
258846.44718,3,-585,9694,624,5,5000,-2100,23900,,,,
258846.47844,3,-587,9701,644,4,-9,-16,-3,,,,
258846.50968,3,-571,9707,729,5,5000,-2100,24000,,,,
258846.54097,3,-573,9726,721,4,-7,-15,-3,,,,
258846.57215,3,-515,9662,753,5,5000,-2100,24100,,,,
258846.60344,3,-445,9632,381,4,183,30,22,,,,
258846.63468,3,-500,10001,958,5,5100,-2100,24000,,,,
258846.66594,3,-309,9284,358,4,178,23,67,5,5100,-2000,24000
258846.69719,3,-583,9934,441,,,,,,,,
258846.72848,3,-368,9652,767,4,51,-182,285,5,5200,-1900,24000
258846.75968,3,-438,9820,685,,,,,,,,
258846.79094,3,-415,9773,1668,4,-439,32,-102,5,5300,-1900,24100
258846.82218,3,-691,10204,1142,,,,,,,,
258846.85343,3,-801,10124,579,4,273,437,-557,5,5300,-1900,24100
258846.88468,3,-945,9670,139,,,,,,,,
258846.91593,3,-1071,9616,293,4,51,151,-1202,5,5200,-1900,24100
258846.94720,3,-1344,9291,12,,,,,,,,
258846.97846,3,-1359,9729,280,4,41,-75,-1576,5,5100,-2100,24000
258847.00965,3,-1802,9651,190,,,,,,,,
258847.04093,3,-2758,9177,40,4,-273,-116,-1729,5,4800,-2300,24100
258847.07215,3,-3604,8781,-420,,,,,,,,
258847.10344,3,-3897,8893,345,4,-389,-516,-1310,5,4500,-2700,24100
258847.13469,3,-4362,8220,949,4,-425,-1022,-1009,,,,
258847.16592,3,-4258,8260,1466,5,4200,-3200,24200,,,,
258847.19717,3,-4330,8215,2048,4,-773,-822,-774,,,,
258847.22840,3,-4756,8384,2090,5,3900,-3900,24300,,,,
258847.25969,3,-5058,8115,2377,4,-332,-1250,-496,,,,
258847.29091,3,-5510,7274,2962,5,3488,-6067,25496,,,,
258847.32218,3,-4969,8000,2344,4,-309,-1706,-76,,,,
258847.35343,3,-3960,7665,1605,5,3751,-7064,25540,,,,
258847.38465,3,-3321,10678,6632,4,-1974,-3958,-153,5,6038,-9076,27654
258847.41592,3,-3006,7295,5411,,,,,,,,
258847.44716,3,-4630,6894,4126,4,-13,-1179,-681,5,7470,-10680,29108
258847.47843,3,-4120,7124,5657,,,,,,,,
258847.50970,3,-4574,7404,4863,4,-667,-676,115,5,9593,-11619,29313
258847.54093,3,-4859,5145,8393,,,,,,,,
258847.57219,3,-5310,6814,7773,4,-464,-715,1283,5,9433,-12768,30061
258847.60341,3,-4150,7033,5610,,,,,,,,
258847.63465,3,-6250,10374,7053,4,1335,-1317,2095,5,12195,-12132,30352
258847.66594,3,-4650,6600,7280,,,,,,,,
258847.69720,3,-1507,5121,12394,4,2327,-2389,397,5,13414,-10639,30575
258847.72840,3,-1833,6548,8448,,,,,,,,
258847.75968,3,-1926,5987,5213,4,163,697,2153,5,14612,-10728,30786
258847.79098,3,773,6252,10154,,,,,,,,
258847.82217,3,505,5638,6577,4,1999,-365,2082,5,15741,-8904,31814
258847.85344,3,2234,6711,3673,4,2029,266,1914,,,,
258847.88465,3,3145,6432,4973,5,15822,-8085,31069,,,,
258847.91595,3,3751,7533,3207,4,2573,564,1813,,,,
258847.94720,3,4438,8035,1788,5,17151,-5768,30437,,,,
258847.97846,3,4392,7101,864,4,2346,511,1484,,,,
258848.00966,3,4599,6644,478,5,18338,-4072,29918,,,,
258848.04092,3,5847,6140,-607,4,2266,385,1573,,,,
258848.07217,3,6165,4752,-255,5,19616,-1540,27680,,,,
258848.10344,3,6017,4074,-1765,4,2478,414,1559,,,,
258848.13469,3,7469,4688,-3397,5,20962,20,26392,,,,
258848.16595,3,7173,3815,-4174,4,2670,10,1181,5,21861,1857,23357
258848.19719,3,7895,3639,-5237,,,,,,,,
258848.22844,3,9552,4518,-6422,4,1952,270,1291,5,22940,3028,19848
258848.25970,3,9073,4002,-6692,,,,,,,,
258848.29093,3,10222,4453,-8189,4,1246,292,816,5,22951,3553,19194
258848.32217,3,10402,4137,-9014,,,,,,,,
258848.35342,3,10836,3792,-8866,4,878,-135,357,5,25313,3887,17286
258848.38469,3,10192,2938,-9552,,,,,,,,
258848.41595,3,10552,3021,-9880,4,263,-56,76,5,25387,4164,17902
258848.44723,3,10695,3251,-10199,,,,,,,,
258848.47847,3,10306,3053,-10234,4,278,-785,41,5,25223,4312,16785
258848.50971,3,9987,3188,-9814,,,,,,,,
258848.54092,3,9665,3132,-9395,4,-276,-981,-26,5,26347,4670,15331
258848.57219,3,9154,3029,-8552,,,,,,,,
258848.60344,3,8911,3066,-8371,4,-737,-1321,-160,5,25871,4513,15351
258848.63468,3,8933,3500,-8034,4,-778,-1655,-103,,,,
258848.66593,3,8900,4134,-7894,5,26088,4702,15573,,,,
258848.69717,3,8786,4532,-7465,4,-1037,-1810,-214,,,,
258848.72841,3,8132,4863,-7172,5,25536,4544,16348,,,,
258848.75966,3,8392,5739,-6670,4,-1123,-2047,-280,,,,
258848.79091,3,8145,6250,-6422,5,25800,4600,15500,,,,
258848.82215,3,7677,6155,-5963,4,-1178,-2099,-466,,,,
258848.85340,3,7578,6371,-5932,5,26100,4600,15000,,,,
258848.88465,3,7350,6551,-5392,4,-1174,-2311,-597,5,26300,4600,14600
258848.91594,3,6704,6169,-5207,,,,,,,,
258848.94718,3,5820,5586,-5816,4,-1068,-2257,-714,5,26400,4600,14400
258848.97842,3,4737,4974,-6275,,,,,,,,
258849.00970,3,3142,3778,-6305,4,-1367,-2416,-840,5,26400,4600,14200
258849.04093,3,2131,2917,-5435,,,,,,,,
258849.07216,3,1505,2660,-4770,4,-1515,-2825,-367,5,16095,13884,7696
258849.10345,3,1465,3511,-4268,,,,,,,,
258849.13470,3,1223,4090,-2886,4,-1658,-3121,-235,5,10564,18780,4016
258849.16593,3,1471,4906,-2468,,,,,,,,
258849.19716,3,1055,4982,-1861,4,-1485,-3039,-109,5,10828,18330,4432
258849.22846,3,982,5052,-198,,,,,,,,
258849.25974,3,842,5443,696,4,-2099,-2631,-204,5,10297,18443,3358
258849.29093,3,802,4899,1375,,,,,,,,
258849.32220,3,849,5272,3406,4,-2130,-2837,-193,5,11151,18541,5040
258849.35344,3,966,5583,4968,4,-2076,-3310,-97,,,,
258849.38467,3,1025,6011,9753,5,11868,18489,4704,,,,
258849.41596,3,84,5832,12345,4,-3850,-1303,-96,,,,
258849.44720,3,-1362,4797,13408,5,12260,17078,6732,,,,
258849.47847,3,-1080,5769,12390,4,-846,-2473,-207,,,,
258849.50971,3,-864,4980,11401,5,12462,16355,6418,,,,
258849.54097,3,-1493,4994,11982,4,-39,-2765,-31,,,,
258849.57219,3,-1578,4940,10749,5,14388,17070,5800,,,,
258849.60346,3,1268,7491,14163,4,-177,-2049,509,,,,
258849.63465,3,2051,7062,15481,5,14632,16410,4492,,,,
258849.66591,3,2033,7357,14674,4,-807,548,359,5,12034,18085,4793
258849.69718,3,3918,8677,15250,,,,,,,,
258849.72846,3,4369,8399,13617,4,310,898,-162,5,12700,17600,5000
258849.75971,3,5013,8793,11260,,,,,,,,
258849.79093,3,4124,8071,9768,4,69,2429,-479,5,13200,17200,5100
258849.82221,3,2674,6585,10056,,,,,,,,
258849.85346,3,1312,5715,9996,4,477,2102,-809,5,13600,17000,5600
258849.88472,3,241,4878,8934,,,,,,,,
258849.91596,3,-1152,4669,7217,4,1195,1854,-929,5,13700,16900,6000
258849.94722,3,-1537,4679,5142,,,,,,,,
258849.97848,3,-2411,4598,3926,4,1443,1857,-795,5,13500,16900,6300
258850.00974,3,-3652,4489,3282,,,,,,,,
258850.04098,3,-5125,3826,2562,4,1549,1680,-809,5,11358,17977,6524
258850.07217,3,-5790,3956,2653,,,,,,,,
258850.10347,3,-6340,3976,1766,4,1271,1879,-420,5,9333,19954,6496
258850.13470,3,-6691,3352,1101,4,1472,1696,-232,,,,
258850.16590,3,-6224,3740,1022,5,6854,20743,4693,,,,
258850.19718,3,-5679,4158,-85,4,1532,1928,152,,,,
258850.22846,3,-5695,4343,-989,5,6122,21631,4049,,,,
258850.25972,3,-5133,4438,-2907,4,1632,2008,368,,,,
258850.29098,3,-4640,4359,-2826,5,5713,21207,2536,,,,
258850.32222,3,-4074,4539,-3640,4,1606,2021,488,,,,
258850.35347,3,-3219,4581,-4720,5,5650,21211,100,,,,
258850.38471,3,-2391,4574,-6082,4,1580,2115,556,5,6783,21255,-555
258850.41597,3,-2209,4379,-7977,,,,,,,,
258850.44723,3,-1003,4808,-9870,4,1304,2165,699,5,6724,20835,-878
258850.47847,3,336,5191,-9892,,,,,,,,
258850.50978,3,973,5059,-11860,4,1239,1790,696,5,7023,20868,-860
258850.54102,3,1687,5934,-13109,,,,,,,,
258850.57218,3,2667,6639,-13539,4,1300,713,655,5,7694,20441,-2592
258850.60347,3,2178,6117,-12752,,,,,,,,
258850.63469,3,1274,5241,-11878,4,556,602,158,5,7906,20180,-3183
258850.66595,3,1106,5034,-12273,,,,,,,,
258850.69721,3,1076,4843,-13500,4,902,-468,126,5,8281,20267,-3979
258850.72842,3,1633,4829,-13418,,,,,,,,
258850.75971,3,1178,4569,-13720,4,332,-577,84,5,8289,19761,-4399
