259610.38463, 3,   3.259,  7.270,  2.635
259610.41594, 3,   4.142,  8.916,  5.339, 5, -11.240, 16.770, -0.330
259610.44714, 3,   3.517,  8.012,  4.440
259610.47841, 3,   3.602,  8.294,  3.408, 4,  -0.306,  0.654,  0.097, 5, -10.920, 17.800, -0.960
259610.50964, 3,   3.660,  8.803,  3.336
259610.54092, 3,   3.431,  8.996,  3.017, 4,   0.227,  0.244,  0.068, 5, -10.700, 18.000,  0.000
259610.57220, 3,   2.616,  8.662,  2.510
259610.60340, 3,   2.195,  8.309,  2.632, 4,   0.030,  0.063, -0.195, 5, -10.700, 17.900,  0.000
259610.63476, 3,   2.228,  8.541,  3.045, 4,   0.069, -0.129, -0.058
259610.66591, 3,   2.023,  8.398,  3.261, 5, -10.800, 17.900, -0.300
259610.69716, 3,   1.861,  8.559,  2.990, 4,  -0.018, -0.214,  0.029
259610.72839, 3,   2.435,  8.942,  4.308, 5, -10.800, 17.800, -0.400
259610.75964, 3,   2.162,  8.687,  3.844, 4,  -0.149, -0.025, -0.045
259610.79093, 3,   2.101,  8.628,  3.626, 5, -10.800, 17.800, -0.300
259610.82214, 3,   2.278,  8.657,  3.864, 4,  -0.181, -0.204,  0.089
259610.85340, 3,   2.496,  8.912,  3.403, 5, -10.800, 17.800, -0.100
259610.88471, 3,   2.866,  8.768,  4.033, 4,  -0.794, -0.307, -0.066
259610.91587, 3,   1.318,  8.430,  2.146, 5, -10.800, 17.900,  0.000
259610.94712, 3,   1.639,  6.190,  2.810, 4,  -1.291, -2.293, -0.237, 5, -10.800, 17.900,  0.200
259610.97841, 3,   4.371,  7.943,  6.901
259611.00971, 3,   5.019,  8.449,  6.802, 4,  -0.751, -2.003,  0.302, 5, -10.800, 17.800,  0.700
259611.04096, 3,   4.573,  7.664,  6.747
259611.07222, 3,   3.121,  7.180,  4.438, 4,  -0.819, -0.064,  0.011, 5, -10.700, 17.800,  1.300
259611.10346, 3,   3.949,  7.031,  7.236
259611.13487, 3,   2.823,  7.584,  4.469, 4,   0.261,  1.441,  0.025, 5, -10.567, 17.692,  2.263
259611.16597, 3,   3.976,  7.967,  4.101
259611.19715, 3,   3.899,  8.405,  3.864, 4,  -0.412,  0.393,  0.286, 5, -10.233, 17.660,  3.422
259611.22840, 3,   3.721,  7.362,  4.657
259611.25964, 3,   4.080,  6.869,  7.180, 4,   0.097,  0.291, -0.053, 5, -10.237, 17.631,  3.909
259611.29088, 3,   3.598,  7.180,  4.228
259611.32213, 3,   3.382,  7.770,  4.075, 4,  -0.173,  1.063,  0.322, 5, -10.100, 17.600,  4.200
259611.35342, 3,   3.965,  7.667,  6.054
259611.38463, 3,   3.825,  7.560,  5.449, 4,   0.270,  0.442,  0.154, 5, -10.000, 17.600,  4.800
259611.41590, 3,   3.414,  7.590,  3.989, 4,   0.533,  0.290,  0.061
259611.44713, 3,   3.285,  7.742,  4.709, 5, -10.000, 17.600,  5.200
259611.47841, 3,   3.309,  7.426,  5.897, 4,  -0.061,  0.214, -0.021
259611.50963, 3,   3.023,  7.272,  5.596, 5,  -9.800, 17.600,  5.600
259611.54095, 3,   2.813,  7.539,  4.359, 4,   0.209,  0.166,  0.069
259611.57214, 3,   3.211,  7.544,  5.344, 5,  -9.700, 17.700,  5.800
259611.60339, 3,   3.221,  7.636,  5.295, 4,   0.098,  0.080,  0.044
259611.63468, 3,   3.053,  7.642,  5.285, 5,  -9.500, 17.700,  5.700
259611.66595, 3,   3.047,  7.600,  5.064, 4,   0.187,  0.153,  0.025
259611.69719, 3,   3.194,  7.745,  4.976, 5,  -9.600, 17.800,  5.400
259611.72838, 3,   3.369,  7.776,  5.146, 4,   0.106,  0.042,  0.041, 5,  -9.600, 17.900,  5.100
259611.75967, 3,   3.329,  7.746,  5.084
259611.79092, 3,   3.090,  7.440,  4.952, 4,   0.108,  0.131, -0.034, 5,  -9.600, 18.100,  4.800
259611.82216, 3,   3.190,  7.776,  4.709
259611.85345, 3,   3.503,  7.807,  5.175, 4,   0.141, -0.017,  0.051, 5,  -9.600, 18.200,  4.500
259611.88465, 3,   3.640,  8.062,  4.266
259611.91589, 3,   4.118,  7.989,  5.286, 4,   0.269,  0.118,  0.192, 5,  -9.600, 18.300,  4.200
259611.94724, 3,   4.015,  8.072,  4.822
259611.97845, 3,   4.415,  8.218,  4.578, 4,  -0.003,  0.142,  0.570, 5,  -9.500, 18.400,  4.000
259612.00965, 3,   4.588,  8.382,  5.331
259612.04096, 3,   4.966,  7.863,  5.053, 4,  -0.032, -0.040,  0.224, 5,  -9.400, 18.500,  3.800
259612.07219, 3,   5.523,  8.013,  5.292
259612.10343, 3,   4.774,  7.825,  4.226, 4,  -0.070, -0.014, -0.060, 5,  -9.300, 18.500,  3.600
259612.13471, 3,   5.085,  7.933,  4.731, 4,   0.417, -0.387, -0.264
259612.16595, 3,   5.284,  8.333,  4.706, 5,  -9.100, 18.700,  3.600
259612.19717, 3,   5.083,  7.626,  4.070, 4,   0.211, -0.411, -0.604
259612.22838, 3,   5.075,  7.718,  4.446, 5,  -9.100, 18.700,  3.600
259612.25964, 3,   4.903,  7.945,  3.980, 4,  -0.051, -0.808, -0.572
259612.29094, 3,   4.767,  7.636,  4.132, 5,  -9.000, 18.700,  3.600
259612.32220, 3,   4.871,  7.605,  4.264, 4,   0.126, -1.078, -0.634
